name;coordinates
02d6100b-61d2-4e50-8edd-6b04ed2ed056.JPG;[[0.10546875, 0.15625], [0.8359375, 0.16015625], [0.83203125, 0.8828125], [0.10546875, 0.88671875], [0.10546875, 0.15625]]
02e7deac-d739-49b0-a045-d2fd4b808494.JPG;[[0.09765625, 0.1328125], [0.84375, 0.06640625], [0.92578125, 0.84765625], [0.12109375, 0.89453125], [0.09765625, 0.1328125]]
030cf9ab-f69a-49ad-b322-174a0d1cacae.JPG;[[0.16796875, 0.15625], [0.87109375, 0.2109375], [0.82421875, 0.9140625], [0.12890625, 0.83203125], [0.16796875, 0.15625]]
03b3dfc4-cc39-464d-bb30-02b96322a98a.JPG;[[0.14453125, 0.08984375], [0.8828125, 0.09765625], [0.89453125, 0.85546875], [0.11328125, 0.8515625], [0.14453125, 0.08984375]]
03da7d5a-f941-49bf-9243-46d6c6e2ffb8.JPG;[[0.18359375, 0.23046875], [0.76171875, 0.2109375], [0.76953125, 0.77734375], [0.2109375, 0.8046875], [0.18359375, 0.23046875]]
03ded21e-c7a8-4aa6-a617-492efc718ce0.JPG;[[0.07421875, 0.1328125], [0.859375, 0.09765625], [0.8359375, 0.8984375], [0.05078125, 0.90234375], [0.07421875, 0.1328125]]
03e8a5bc-78d8-46dc-90c2-371de92a7ab6.JPG;[[0.09765625, 0.140625], [0.86328125, 0.14453125], [0.859375, 0.89453125], [0.11328125, 0.89453125], [0.09765625, 0.140625]]
04d9c918-1895-400f-b586-d0f498a4d970.JPG;[[0.20703125, 0.16796875], [0.84765625, 0.19140625], [0.7890625, 0.77734375], [0.21875, 0.7578125], [0.20703125, 0.16796875]]
04ed634f-8cdb-4317-b28d-58f23ce73045.JPG;[[0.16015625, 0.14453125], [0.87890625, 0.12890625], [0.8984375, 0.8359375], [0.1796875, 0.859375], [0.16015625, 0.14453125]]
051f0afe-d0ea-41ab-97d6-8f54889e46e4.JPG;[[0.02609727164887307, 0.014234875444839857], [0.9976275207591934, 0.00830367734282325], [0.9916963226571768, 0.9513641755634639], [0.07236061684460261, 0.9596678529062871], [0.02609727164887307, 0.014234875444839857]]
0528c5c7-d440-4ee7-b937-8654c6a92006.JPG;[[0.10101010101010101, 0.11313131313131314], [0.8737373737373737, 0.11414141414141414], [0.8696969696969697, 0.8757575757575757], [0.10707070707070707, 0.8777777777777778], [0.10101010101010101, 0.11313131313131314]]
05386e08-a0d9-4009-bc23-c0076a88f1eb.JPG;[[0.09375, 0.10546875], [0.85546875, 0.0703125], [0.94140625, 0.86328125], [0.08203125, 0.8984375], [0.09375, 0.10546875]]
0576ecaa-e622-4e9b-b3bd-5fbcc8be6053.JPG;[[0.1793103448275862, 0.11330049261083744], [0.9970443349753695, 0.10935960591133005], [0.9980295566502463, 0.941871921182266], [0.17339901477832512, 0.9339901477832512], [0.1793103448275862, 0.11330049261083744]]
069a3270-f8e8-40a6-bd0b-3cbde411b4a9.JPG;[[0.03935721166129792, 0.001874152936252282], [0.963314609233673, 0], [0.9595663033611684, 0.9258315505086273], [0.03935721166129792, 0.9258315505086273]]
06efca1b-a715-4a25-b90a-87c6a78c955d.JPG;[[0.022547482305193576, 0.12140952010488848], [0.9071025573550954, 0.11794067667332024], [0.8568043275973558, 0.9071025573550954], [0.10059645951547903, 0.88802391848147]]
073fd9ae-05bc-4a89-a1b8-b10b3d875e91.JPG;[[0.09261083743842365, 0.129064039408867], [0.9152709359605912, 0.10246305418719212], [0.9261083743842364, 0.9221674876847291], [0.11428571428571428, 0.9241379310344827], [0.09261083743842365, 0.129064039408867]]
07a10515-4249-4891-b88c-52ae6ee0ee5c.JPG;[[0.15625, 0.13671875], [0.87109375, 0.19140625], [0.80859375, 0.88671875], [0.12109375, 0.83203125], [0.15625, 0.13671875]]
07b66448-c3bd-470c-94c2-1aa7a6107bae.JPG;[[0.10546875, 0.12109375], [0.796875, 0.11328125], [0.8203125, 0.79296875], [0.10546875, 0.81640625], [0.10546875, 0.12109375]]
07df65e8-77f3-4444-b006-4e99bda65d24.JPG;[[0.0859375, 0.0546875], [0.859375, 0.08984375], [0.87890625, 0.84765625], [0.078125, 0.8203125], [0.0859375, 0.0546875]]
07eab767-265f-4aff-9bb4-ded2afd456e9.JPG;[[0.119140625, 0.107421875], [0.88671875, 0.1015625], [0.896484375, 0.880859375], [0.10546875, 0.8828125], [0.119140625, 0.107421875]]
090d1f78-9d92-4f19-b885-a889c8e28400.JPG;[[0.078125, 0.078125], [0.9140625, 0.0703125], [0.921875, 0.91015625], [0.07421875, 0.91796875], [0.078125, 0.078125]]
097922ee-5df9-4d2d-b947-a978dbeebad4.JPG;[[0.12890625, 0.12890625], [0.8359375, 0.15234375], [0.8046875, 0.859375], [0.10546875, 0.828125], [0.12890625, 0.12890625]]
09fdfd9d-e0ae-467e-b355-e2495860c7ff.JPG;[[0.011326438113823733, 0.2236971527480187], [0.5663219056911866, 0.2251129575122467], [0.5663219056911866, 0.7772768155611537], [0.011326438113823733, 0.7758610107969257]]
0a32f643-974b-401b-bf5c-02d75db84bd7.JPG;[[0.08984375, 0.1796875], [0.7265625, 0.1875], [0.69921875, 0.80859375], [0.09765625, 0.79296875], [0.08984375, 0.1796875]]
0a36c59f-bc5d-4945-9109-2a1cc65ac252.JPG;[[0.12805543509060333, 0.14588593871081393], [0.9028718651324817, 0.14750689358537852], [0.8769365871394481, 0.9093556846307401], [0.14588593871081393, 0.8850413615122712]]
0a9af4d9-7150-4373-a600-82175fe9f54c.JPG;[[0.0859375, 0.07421875], [0.88671875, 0.078125], [0.890625, 0.8515625], [0.09375, 0.8515625], [0.0859375, 0.07421875]]
0ad7b09b-b2e5-4478-a755-765f3937a2e3.JPG;[[0.0703125, 0.1796875], [0.73046875, 0.19921875], [0.71484375, 0.83203125], [0.06640625, 0.84375], [0.0703125, 0.1796875]]
0ae6a2df-4871-48c6-b743-6a203bfea0d3.JPG;[[0.12099644128113879, 0.09489916963226572], [0.8825622775800712, 0.08659549228944247], [0.9039145907473309, 0.8588374851720048], [0.1162514827995255, 0.8505338078291815], [0.12099644128113879, 0.09489916963226572]]
0b164c5a-5a21-40ff-bb25-071f96d57d02.JPG;[[0.00644468313641246, 0.008592910848549946], [0.9957035445757251, 0.0053705692803437165], [0.9967776584317938, 0.9957035445757251], [0.004296455424274973, 0.9978517722878625], [0.00644468313641246, 0.008592910848549946]]
0befefb1-f385-4f59-90a5-6f744a1dd7fe.JPG;[[0.17578125, 0.12109375], [0.89453125, 0.125], [0.88671875, 0.85546875], [0.15625, 0.83203125], [0.17578125, 0.12109375]]
0c3d41cf-2de3-4c98-a00c-18b7e43e83dc.JPG;[[0.06640625, 0.0703125], [0.875, 0.0625], [0.875, 0.87890625], [0.0703125, 0.87109375], [0.06640625, 0.0703125]]
0c583ac0-f006-4b82-9859-3c3e985570cb.JPG;[[0.05477980665950591, 0.05692803437164339], [0.9441460794844253, 0.055853920515574654], [0.9452201933404941, 0.9462943071965628], [0.05370569280343716, 0.9462943071965628], [0.05477980665950591, 0.05692803437164339]]
0cd546eb-c1ed-4477-94f7-052446dce7ee.JPG;[[0.07421875, 0.13671875], [0.8671875, 0.09375], [0.8828125, 0.8671875], [0.140625, 0.890625], [0.07421875, 0.13671875]]
0cf4d19d-222b-449d-bb61-86afefef1995.JPG;[[0.16796875, 0.08984375], [0.9296875, 0.08203125], [0.9453125, 0.8359375], [0.17578125, 0.83984375], [0.16796875, 0.08984375]]
0d270fa0-bd21-4c34-91a8-3a5bcf825dfd.JPG;[[0.21888151215682594, 0.1657069075085575], [0.7803064077455207, 0.16447028879580708], [0.7815430264582712, 0.7283684218100027], [0.21888151215682594, 0.7308416592355036]]
0d7af50c-9977-46d9-89f6-a58de6cb0f45.JPG;[[0.10808080808080808, 0.14747474747474748], [0.8818181818181818, 0.13333333333333333], [0.897979797979798, 0.897979797979798], [0.12323232323232323, 0.9292929292929293], [0.10808080808080808, 0.14747474747474748]]
0dd815b4-86eb-4783-9af3-4c3d8c1ed983.JPG;[[0.16309671204936219, 0.2862293290932515], [0.6178233065710937, 0.2873094397690751], [0.6167431958952702, 0.7387957022633359], [0.16525693340100936, 0.7377155915875123]]
0f1a212e-f29e-4d1f-bd2e-bfcb6a0e22fb.JPG;[[0.0644468313641246, 0.0719656283566058], [0.9387755102040817, 0.06766917293233082], [0.9151450053705693, 0.9097744360902256], [0.10096670247046187, 0.907626208378088], [0.0644468313641246, 0.0719656283566058]]
101700f2-d509-4015-8ed3-740f649e701d.JPG;[[0.13319011815252416, 0.07518796992481203], [0.9409237379162191, 0.08055853920515575], [0.9119226638023631, 0.878625134264232], [0.13533834586466165, 0.8625134264232008], [0.13319011815252416, 0.07518796992481203]]
105620be-a451-4ba0-b9f4-58336dfb46c1.JPG;[[0.029556650246305417, 0.06798029556650247], [0.9201970443349754, 0.06699507389162561], [0.9221674876847291, 0.9586206896551724], [0.026600985221674877, 0.9605911330049262], [0.029556650246305417, 0.06798029556650247]]
10cb1740-9df9-4c4c-93c0-f5bfd92657ce.JPG;[[0.181640625, 0.13671875], [0.859375, 0.1328125], [0.884765625, 0.818359375], [0.169921875, 0.822265625], [0.181640625, 0.13671875]]
11188844-9176-4eb4-b741-a207fcfff423.JPG;[[0.0644468313641246, 0.11385606874328678], [0.8979591836734694, 0.11385606874328678], [0.8936627282491945, 0.8732545649838883], [0.05155746509129968, 0.8678839957035446], [0.0644468313641246, 0.11385606874328678]]
1139f070-222d-4ad8-9cb7-d97a45060e29.JPG;[[0.08203125, 0.13671875], [0.875, 0.13671875], [0.85546875, 0.90234375], [0.09765625, 0.90625], [0.08203125, 0.13671875]]
11653023-2018-43ba-ae44-4215a47828b1.JPG;[[0.10546875, 0.1640625], [0.78125, 0.15625], [0.77734375, 0.82421875], [0.109375, 0.828125], [0.10546875, 0.1640625]]
11c02869-0d53-4662-abda-716113a2d03c.JPG;[[0.07978339892606957, 0.12487836353645672], [0.9105714007866637, 0.12834720696802496], [0.8810862316183335, 0.9400565699549936], [0.07804897721028545, 0.915774665934016]]
11c09d6d-4949-47c2-9f15-498d4a949954.JPG;[[0.09765625, 0.15234375], [0.8359375, 0.12109375], [0.8671875, 0.84375], [0.1328125, 0.890625], [0.09765625, 0.15234375]]
11e6a125-ab9a-4676-b15a-f3ad620ab890.JPG;[[0.05370569280343716, 0.06552094522019335], [0.9441460794844253, 0.07518796992481203], [0.9226638023630505, 0.9366272824919442], [0.07411385606874328, 0.9280343716433942], [0.05370569280343716, 0.06552094522019335]]
12adab00-0489-4c20-9a97-a0c58949163d.JPG;[[0.109375, 0.1484375], [0.78125, 0.16796875], [0.78125, 0.83984375], [0.109375, 0.80859375], [0.109375, 0.1484375]]
13301cdb-c1d1-4589-bf5a-5bb9befb35dc.JPG;[[0.05812574139976275, 0.051008303677342826], [0.9572953736654805, 0.0771055753262159], [0.9181494661921709, 0.9406880189798339], [0.045077105575326216, 0.9264531435349941], [0.05812574139976275, 0.051008303677342826]]
133212d1-394b-4910-ab89-f6587503082f.JPG;[[0.16796875, 0.19140625], [0.88671875, 0.19140625], [0.84375, 0.8984375], [0.1796875, 0.8671875], [0.16796875, 0.19140625]]
1342c7fa-cc59-4a36-b03b-78b932cd276a.JPG;[[0.06229860365198711, 0.05692803437164339], [0.9387755102040817, 0.06337271750805586], [0.920515574650913, 0.8936627282491945], [0.09129967776584318, 0.8850698174006445], [0.06229860365198711, 0.05692803437164339]]
134c2968-e635-4b62-8be3-6f0b19ddf3d6.JPG;[[0.09375, 0.0859375], [0.87109375, 0.06640625], [0.87109375, 0.91796875], [0.09375, 0.90234375], [0.09375, 0.0859375]]
136a27c7-8217-4d92-b704-82595ed1d3d1.JPG;[[0.21520232416265092, 0.07362184773985427], [0.9372627539189139, 0.0722060429756263], [0.9358469491546859, 0.7999296917888011], [0.212370714634195, 0.7985138870245732]]
13c34341-4b1b-4049-b9e0-2a133204fce2.JPG;[[0.08903654731803089, 0.059357698212020596], [0.9163344661480679, 0.044518273659015443], [0.9089147538715654, 0.9299372719883227], [0.13726467711529763, 0.9447766965413278]]
13d6258a-3666-498e-aa6e-3de3316e306d.JPG;[[0.16331314875823286, 0.09093573055856147], [0.8165657437911642, 0.08351240561500543], [0.8332682249141653, 0.7478999880632708], [0.1521781613428988, 0.7441883255914928]]
149335c7-1d7b-472f-a4c1-375dd80f24b0.JPG;[[0.1171875, 0.12109375], [0.83984375, 0.15625], [0.79296875, 0.8671875], [0.05859375, 0.83984375], [0.1171875, 0.12109375]]
14f06acc-80a8-44b7-8189-d8e5487115dc.JPG;[[0.14453125, 0.203125], [0.828125, 0.16796875], [0.87109375, 0.890625], [0.12890625, 0.90234375], [0.14453125, 0.203125]]
15b500c6-4153-4c41-81e7-cd59cc1ba46c.JPG;[[0.265625, 0.1640625], [0.84375, 0.18359375], [0.83984375, 0.76171875], [0.2421875, 0.7578125], [0.265625, 0.1640625]]
1604ee84-9e8e-41e6-91ea-5a9c61d91b59.JPG;[[0.16015625, 0.10546875], [0.904296875, 0.14453125], [0.873046875, 0.900390625], [0.103515625, 0.865234375], [0.16015625, 0.10546875]]
16403dcc-8fe1-40f9-b934-8b2ddd0c68cb.JPG;[[0.0625, 0.09765625], [0.87109375, 0.0859375], [0.86328125, 0.92578125], [0.05859375, 0.9296875], [0.0625, 0.09765625]]
165adb43-d428-4862-8da3-cee10b78498b.JPG;[[0.4536464838459082, 0.2300635739504249], [0.9926217110818807, 0.2300635739504249], [0.9919561255330778, 0.7658555537578371], [0.45316327364314224, 0.7639312935725159]]
16d579ef-d03f-4490-97ae-abae7c329ebe.JPG;[[0.12352309344790548, 0.09237379162191192], [0.924812030075188, 0.08592910848549946], [0.9097744360902256, 0.8872180451127819], [0.13211600429645542, 0.874328678839957], [0.12352309344790548, 0.09237379162191192]]
17385bd0-2eeb-455a-b035-f5312b964df0.JPG;[[0.10285893965868054, 0.15486626869958642], [0.8425187304626754, 0.15486626869958642], [0.840207293616413, 0.9141732726968125], [0.09476891069676184, 0.8968374963498438]]
177c0231-a9a2-467a-91c4-c559677f7531.JPG;[[0.0859375, 0.0703125], [0.9609375, 0.0625], [0.96875, 0.9453125], [0.09375, 0.9453125], [0.0859375, 0.0703125]]
179ac090-26a1-4e8e-932f-7984dc1c78cf.JPG;[[0.140625, 0.126953125], [0.861328125, 0.13671875], [0.83203125, 0.869140625], [0.09765625, 0.859375], [0.140625, 0.126953125]]
17bacc7d-a6e2-4506-a933-6a98ef2fbfa8.JPG;[[0.13671875, 0.1171875], [0.90234375, 0.0859375], [0.9296875, 0.796875], [0.19140625, 0.8515625], [0.13671875, 0.1171875]]
1919406d-25b6-4099-af3c-b1c892e82b73.JPG;[[0.0625, 0.1171875], [0.8515625, 0.046875], [0.9375, 0.828125], [0.125, 0.9140625], [0.0625, 0.1171875]]
19e06b0a-9737-46ea-bb03-994289bfda1b.JPG;[[0.0760890806714494, 0.06124243078433732], [0.9186364617650598, 0.07237741819967138], [0.8889431619908356, 0.9037898118779477], [0.08165657437911643, 0.8833756682831686]]
1a18b9e6-6243-472b-b5df-562f46bed0d8.JPG;[[0.11133004926108374, 0.07783251231527094], [0.8906403940886699, 0.08669950738916256], [0.8798029556650246, 0.8482758620689655], [0.10049261083743842, 0.8482758620689655], [0.11133004926108374, 0.07783251231527094]]
1afb2071-0141-4d9d-8498-d6139668be8c.JPG;[[0.11414141414141414, 0.12323232323232323], [0.9242424242424242, 0.12828282828282828], [0.8646464646464647, 0.902020202020202], [0.1393939393939394, 0.8818181818181818], [0.11414141414141414, 0.12323232323232323]]
1b76e9cf-3b4e-435c-ba5e-97d515b64bec.JPG;[[0.1171875, 0.13671875], [0.859375, 0.14453125], [0.8671875, 0.90625], [0.095703125, 0.90234375], [0.1171875, 0.13671875]]
1baccc5b-4817-48ab-b0c8-06caafbf7c9a.JPG;[[0.08984375, 0.09375], [0.92578125, 0.15234375], [0.82421875, 0.9296875], [0.0703125, 0.87109375], [0.08984375, 0.09375]]
1bc18b6e-3c64-43e8-8934-a74bef0853b9.JPG;[[0.1484375, 0.11328125], [0.83203125, 0.125], [0.85546875, 0.83203125], [0.15625, 0.8515625], [0.1484375, 0.11328125]]
1c5ef458-1367-49b5-baf7-ec20ab58fdb7.JPG;[[0.06403940886699508, 0.17044334975369457], [0.8935960591133005, 0.12413793103448276], [0.9182266009852217, 0.896551724137931], [0.15467980295566502, 0.954679802955665], [0.06403940886699508, 0.17044334975369457]]
1d49dc57-1af2-4d50-b1a9-34d925c24d1c.JPG;[[0.08203125, 0.1328125], [0.8671875, 0.1171875], [0.87890625, 0.8828125], [0.1015625, 0.91796875], [0.08203125, 0.1328125]]
1db193cd-e9d0-4245-9b63-f44c44da9a60.JPG;[[0.140625, 0.1171875], [0.88671875, 0.14453125], [0.83203125, 0.875], [0.1171875, 0.828125], [0.140625, 0.1171875]]
1dffe64a-836a-42b0-af2a-599aed6a3f64.JPG;[[0.0866730096875283, 0.07959766195793415], [0.9339459003064273, 0.0778288250255356], [0.9233328787120361, 0.9021068355232537], [0.07959766195793415, 0.8879561400640654]]
1eb9a498-e619-49de-9070-fe01f8cebc60.JPG;[[0.07192118226600985, 0.042364532019704436], [0.9655172413793104, 0.041379310344827586], [0.9665024630541872, 0.9330049261083744], [0.06502463054187192, 0.9320197044334976], [0.07192118226600985, 0.042364532019704436]]
1efe7faf-9746-40c3-9a29-d5758483052e.JPG;[[0.1015625, 0.1328125], [0.88671875, 0.13671875], [0.875, 0.90625], [0.109375, 0.9140625], [0.1015625, 0.1328125]]
1ffb2bbc-f2b3-462a-b7ac-3e8782b4a62b.JPG;[[0.0859375, 0.12109375], [0.83984375, 0.1328125], [0.81640625, 0.90234375], [0.0859375, 0.9296875], [0.0859375, 0.12109375]]
2011ccfa-50ad-4b4e-a310-343d74e23f1c.JPG;[[0.1460794844253491, 0.031149301825993556], [0.9903329752953813, 0.1288936627282492], [0.8560687432867884, 0.9806659505907627], [0.055853920515574654, 0.8378088077336198], [0.1460794844253491, 0.031149301825993556]]
20867182-14d6-4a27-a7c9-0349d68a6fb8.JPG;[[0.09237379162191192, 0.061224489795918366], [0.9570354457572503, 0.07626208378088077], [0.9538131041890441, 0.9548872180451128], [0.0719656283566058, 0.9505907626208379], [0.09237379162191192, 0.061224489795918366]]
20c6dc38-a3d2-4916-865d-9ea852f73249.JPG;[[0.050483351235230935, 0.10955961331901182], [0.9140708915145005, 0.09129967776584318], [0.9065520945220193, 0.9065520945220193], [0.08270676691729323, 0.9129967776584318], [0.050483351235230935, 0.10955961331901182]]
21023506-227e-4a71-ab06-01032f3d2b45.JPG;[[0.1169173678610076, 0.12990818651223068], [0.8462590435653884, 0.14104317392756474], [0.8536823685089444, 0.8685290183960565], [0.1169173678610076, 0.8759523433396126]]
2155b3b7-e693-4b60-8ee8-39fbed64e246.JPG;[[0.14453125, 0.14453125], [0.8828125, 0.17578125], [0.85546875, 0.890625], [0.13671875, 0.87890625], [0.14453125, 0.14453125]]
21d2aa58-1e7d-46a6-b32c-349326bda9a7.JPG;[[0.09774436090225563, 0.08700322234156821], [0.8968850698174007, 0.10096670247046187], [0.8754027926960258, 0.8818474758324383], [0.10204081632653061, 0.8657357679914071], [0.09774436090225563, 0.08700322234156821]]
22114594-2b65-4ddb-9b06-283bec0446ae.JPG;[[0.14453125, 0.17578125], [0.78515625, 0.1953125], [0.7734375, 0.83984375], [0.14453125, 0.8359375], [0.14453125, 0.17578125]]
22212b7a-3048-41b2-a520-89ccbe32eece.JPG;[[0.15234375, 0.22265625], [0.78515625, 0.2421875], [0.73828125, 0.86328125], [0.13671875, 0.82421875], [0.15234375, 0.22265625]]
227a80e4-6c70-4701-9121-414fc83c488e.JPG;[[0.16015625, 0.17578125], [0.84375, 0.17578125], [0.83984375, 0.8515625], [0.16796875, 0.859375], [0.16015625, 0.17578125]]
22859622-7a0b-46e0-b290-d3c66f7daee0.JPG;[[0.12222222222222222, 0.06767676767676768], [0.9151515151515152, 0.06161616161616162], [0.9292929292929293, 0.8686868686868687], [0.11616161616161616, 0.8767676767676768], [0.12222222222222222, 0.06767676767676768]]
22e91671-9fc2-42df-a7a8-cf2a6a9f3659.JPG;[[0.2482758620689655, 0.32807881773399017], [0.7911330049261084, 0.3251231527093596], [0.7980295566502463, 0.8857142857142857], [0.2541871921182266, 0.8827586206896552], [0.2482758620689655, 0.32807881773399017]]
23a7c008-a787-41dd-8e61-71f8320dc580.JPG;[[0.19140625, 0.1875], [0.8125, 0.24609375], [0.75390625, 0.875], [0.12890625, 0.80859375], [0.19140625, 0.1875]]
23cc1d59-6b5c-4b06-94a7-85161b86a769.JPG;[[0.08185053380782918, 0.11269276393831554], [0.8706998813760379, 0.10676156583629894], [0.863582443653618, 0.8991696322657177], [0.08540925266903915, 0.8908659549228944], [0.08185053380782918, 0.11269276393831554]]
243f36c2-c7fb-4009-b702-6ac89e408ae6.JPG;[[0.11005906543478819, 0.11129568414753861], [0.8965485667440611, 0.12366187127504291], [0.8903654731803089, 0.9101513725843158], [0.1273717274132942, 0.9039682790205636]]
24503719-f8b9-4ca6-9f40-c704d5441d23.JPG;[[0.11493018259935553, 0.11170784103114931], [0.8431793770139635, 0.12352309344790548], [0.8464017185821697, 0.8657357679914071], [0.11278195488721804, 0.841031149301826], [0.11493018259935553, 0.11170784103114931]]
24672b77-ab9c-420f-8159-e8a98d6309b6.JPG;[[0.08374384236453201, 0.09556650246305419], [0.8926108374384236, 0.07586206896551724], [0.9123152709359605, 0.9024630541871921], [0.08078817733990148, 0.903448275862069], [0.08374384236453201, 0.09556650246305419]]
246ae565-2d4e-443e-a9e4-ef25c3bf0d84.JPG;[[0.046875, 0.08203125], [0.96875, 0.09765625], [0.890625, 0.90625], [0.1015625, 0.8828125], [0.046875, 0.08203125]]
248c8b8c-efdc-4c4a-9fad-bd813309b1a6.JPG;[[0.15625, 0.1640625], [0.84375, 0.1640625], [0.8515625, 0.84765625], [0.15625, 0.859375], [0.15625, 0.1640625]]
24fb621d-f425-4641-ae94-b49e0bd7ec45.JPG;[[0.0728457120629331, 0.07111129034714897], [0.9383221482392096, 0.09365877265234254], [0.9088369790708795, 0.9313844613760731], [0.07631455549450133, 0.9279156179445048]]
255cf567-fe2c-471e-8e4d-812ca2132af6.JPG;[[0.10546875, 0.09375], [0.875, 0.09765625], [0.86328125, 0.8828125], [0.06640625, 0.87109375], [0.10546875, 0.09375]]
257a5b66-9f90-4f77-bac4-ab4bfb2131c7.JPG;[[0.46484375, 0.37109375000000006], [1, 0.38281250000000006], [1, 1], [0.46484375, 1]]
26088269-3d07-40c6-866b-cb401c15d3f9.JPG;[[0.0771055753262159, 0.08540925266903915], [0.9371293001186239, 0.042704626334519574], [0.930011862396204, 0.8979833926453143], [0.06287069988137604, 0.8979833926453143], [0.0771055753262159, 0.08540925266903915]]
2632f730-3546-4b15-a677-881adef4a8f9.JPG;[[0.1171875, 0.12109375], [0.91796875, 0.12890625], [0.921875, 0.90234375], [0.1484375, 0.91796875], [0.1171875, 0.12109375]]
2655d805-6700-4641-a72b-1de93cbbae02.JPG;[[0.09458128078817735, 0.0916256157635468], [0.9467980295566503, 0.0896551724137931], [0.9477832512315271, 0.9586206896551724], [0.09556650246305419, 0.9566502463054187], [0.09458128078817735, 0.0916256157635468]]
26673807-7e8f-4cc9-9b7a-2ce5b078cc80.JPG;[[0.04863582443653618, 0.07354685646500593], [0.933570581257414, 0.06405693950177936], [0.930011862396204, 0.9217081850533808], [0.06405693950177936, 0.9240806642941874], [0.04863582443653618, 0.07354685646500593]]
26b60348-67c7-478a-9075-bf0e49828172.JPG;[[0.14453125, 0.1015625], [0.88671875, 0.08984375], [0.8984375, 0.8515625], [0.13671875, 0.84765625], [0.14453125, 0.1015625]]
26d8a9df-43ff-42b8-9626-5b1489d8b47f.JPG;[[0.1484375, 0.115234375], [0.8984375, 0.115234375], [0.8984375, 0.865234375], [0.142578125, 0.861328125], [0.1484375, 0.115234375]]
26e8e374-37ed-4208-aa3a-5aff00900c38.JPG;[[0.16015625, 0.1953125], [0.77734375, 0.1875], [0.78515625, 0.8046875], [0.15625, 0.83203125], [0.16015625, 0.1953125]]
27746d12-a620-488d-896d-20c6c54e0c02.JPG;[[0.07841031149301826, 0.0966702470461869], [0.9183673469387755, 0.09129967776584318], [0.9194414607948442, 0.9366272824919442], [0.07841031149301826, 0.9334049409237379], [0.07841031149301826, 0.0966702470461869]]
2814cb17-262c-4106-a455-7de52ac65c76.JPG;[[0.06070476005244424, 0.03468843431568242], [0.9261811962287207, 0.03642285603146655], [0.9556663653970507, 0.8914927619130383], [0.06070476005244424, 0.901899292207743]]
283cebef-b1f5-46b4-b8bd-4dc930920246.JPG;[[0.103515625, 0.232421875], [0.86328125, 0.23828125], [0.83984375, 0.966796875], [0.1171875, 0.96484375], [0.103515625, 0.232421875]]
2880c733-2ffc-4fcd-92b8-228d6201676a.JPG;[[0.16015625, 0.23046875], [0.76171875, 0.22265625], [0.77734375, 0.8203125], [0.17578125, 0.84765625], [0.16015625, 0.23046875]]
29410975-d03d-4184-be33-261684d2d6f2.JPG;[[0.12781954887218044, 0.0719656283566058], [0.874328678839957, 0.07733619763694952], [0.8378088077336198, 0.7765843179377014], [0.14822771213748656, 0.7669172932330827], [0.12781954887218044, 0.0719656283566058]]
